Vivaldi - Les quatre saisons;https://www.youtube.com/watch?v=YnDLlajMxyo&t=9s
Christina Perri - A Thousand Years;https://www.youtube.com/watch?v=QgaTQ5-XfMM
bouquet final Shoji Sayaka;https://www.youtube.com/watch?v=aJqRUVF65WQ
